Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDI16,OUT045,914.497093
FDI16,OUT049,822.5385517
FDI19,OUT017,4125.527536
FDI19,OUT049,4107.275926
FDI20,OUT017,3610.833662
FDI20,OUT035,3597.688908
FDI20,OUT049,3543.579986
FDI21,OUT049,1029.72293
FDI21,OUT017,1030.021853
FDI22,OUT018,2942.285895
FDI22,OUT049,3505.807274
FDI24,OUT017,2896.891825
FDI24,OUT049,2998.294247
FDI24,OUT018,2521.652615
FDI24,OUT046,3067.69222
FDI26,OUT046,2993.55084
FDI26,OUT013,2986.930462
FDI27,OUT046,705.2287443
FDI27,OUT018,582.7807217
FDI27,OUT010,91.99079302
FDI27,OUT013,695.3027888
FDI27,OUT035,739.9140995
FDI28,OUT010,175.715171
FDI28,OUT017,1374.777826
FDI28,OUT035,1284.694786
FDI32,OUT017,1716.559478
FDI32,OUT046,1742.185986
FDI32,OUT018,1576.699445
FDI33,OUT049,1485.212957
FDI33,OUT018,1231.299227
FDI33,OUT035,1506.812997
FDI34,OUT013,3822.152682
FDI34,OUT027,5927.848895
FDI34,OUT019,547.9988795
FDI35,OUT013,3001.197203
FDI35,OUT017,3075.432892
FDI35,OUT045,2772.885766
FDI35,OUT027,4715.249408
FDI35,OUT018,2546.846074
FDI36,OUT017,3395.814225
FDI36,OUT049,3342.18511
FDI36,OUT013,3274.471566
FDI36,OUT045,3158.688906
FDI36,OUT027,5073.425926
FDI36,OUT035,3338.535937
FDI36,OUT010,482.7248661
FDI38,OUT018,2932.108695
FDI38,OUT027,5374.563783
FDI38,OUT013,3460.699873
FDI38,OUT035,3528.282613
FDI40,OUT027,2640.648743
FDI40,OUT013,1598.141449
FDI40,OUT019,238.5402951
FDI40,OUT049,1702.167977
FDI41,OUT049,2439.710533
FDI41,OUT010,355.6617351
FDI44,OUT035,1300.376702
FDI44,OUT018,1053.529488
FDI44,OUT045,1145.829346
FDI44,OUT046,1176.290872
FDI45,OUT027,4824.199098
FDI45,OUT019,419.9703733
FDI46,OUT013,4233.558018
FDI46,OUT035,4305.056983
FDI48,OUT045,867.841483
FDI48,OUT018,697.9520698
FDI48,OUT019,131.6146033
FDI48,OUT027,1423.861033
FDI48,OUT046,1135.403899
FDI50,OUT019,631.6325925
FDI50,OUT017,4177.526754
FDI50,OUT046,3809.847795
FDI52,OUT027,3193.135617
FDI52,OUT046,1911.01449
FDI53,OUT013,2678.693116
FDI53,OUT019,387.0546991
FDI53,OUT027,4153.456493
FDI53,OUT010,390.7644326
FDI53,OUT046,2476.385834
FDI53,OUT045,2601.153277
FDI53,OUT018,2279.212272
FDI56,OUT049,1493.807822
FDI56,OUT019,216.9059763
FDI56,OUT035,1545.036149
FDI56,OUT045,1349.452272
FDI57,OUT045,3817.203442
FDI58,OUT027,2503.639758
FDI58,OUT049,1528.142589
FDI58,OUT018,1263.366017
FDI58,OUT035,1515.454904
FDI60,OUT017,1084.794059
FDI60,OUT035,1038.343096
FDI60,OUT027,1688.704316
FDJ02,OUT018,2064.959884
FDJ02,OUT010,360.0880421
FDJ02,OUT013,2405.374008
FDJ02,OUT027,3792.688227
FDJ02,OUT046,2523.496433
FDJ02,OUT045,2392.860742
FDJ03,OUT027,1335.51426
FDJ03,OUT046,778.6606748
FDJ03,OUT017,751.7327109
FDJ03,OUT035,769.3598259
FDJ03,OUT049,563.1992553
FDJ04,OUT027,3132.641293
FDJ04,OUT017,1887.298689
FDJ07,OUT013,1919.602636
FDJ07,OUT035,1946.386194
FDJ07,OUT046,1814.650014
FDJ07,OUT045,1733.92289
FDJ07,OUT049,1908.087191
FDJ08,OUT027,5245.527365
FDJ08,OUT035,3276.718676
FDJ08,OUT013,3153.006351
FDJ08,OUT046,2935.235852
FDJ09,OUT027,1252.285306
FDJ10,OUT010,343.2732829
FDJ10,OUT017,2230.786457
FDJ10,OUT019,334.7402741
FDJ10,OUT046,2131.190826
FDJ12,OUT027,5393.908427
FDJ12,OUT018,2949.121285
FDJ12,OUT035,3538.112913
FDJ12,OUT010,517.5807318
FDJ12,OUT046,3537.746626
FDJ14,OUT045,1335.259905
FDJ14,OUT018,1114.283316
FDJ14,OUT035,1339.697901
FDJ14,OUT027,2121.799017
FDJ14,OUT049,1304.401063
FDJ15,OUT018,2622.692044
FDJ15,OUT013,3073.432695
FDJ15,OUT045,2920.822188
FDJ15,OUT019,438.6667956
FDJ16,OUT027,1602.151053
FDJ16,OUT013,868.2625097
FDJ16,OUT045,848.4033339
FDJ20,OUT017,1968.387184
FDJ20,OUT046,1894.652041
FDJ20,OUT035,2111.854219
FDJ20,OUT019,294.482876
FDJ20,OUT027,3604.950995
FDJ21,OUT035,2439.728942
FDJ22,OUT049,3252.932593
FDJ22,OUT046,2922.460155
FDJ26,OUT010,532.9223119
FDJ26,OUT013,3542.583055
FDJ26,OUT019,595.1621054
FDJ26,OUT049,3630.615027
FDJ26,OUT017,3960.735543
FDJ27,OUT046,1544.378608
FDJ27,OUT013,1634.82539
FDJ27,OUT035,1690.159032
FDJ27,OUT027,2649.025191
FDJ28,OUT013,3163.875921
FDJ28,OUT018,2703.76233
FDJ28,OUT045,2907.569713
FDJ28,OUT049,3247.187786
FDJ28,OUT035,3259.893539
FDJ32,OUT049,1001.132971
FDJ32,OUT017,1021.959286
FDJ32,OUT010,135.4185929
FDJ32,OUT035,1014.064445
FDJ32,OUT018,791.157944
FDJ33,OUT010,288.5672528
FDJ33,OUT046,1910.49072
FDJ33,OUT045,2016.664669
FDJ33,OUT019,297.5795275
FDJ33,OUT049,2086.138414
FDJ33,OUT013,2003.206775
FDJ34,OUT045,2049.311455
FDJ34,OUT035,2103.716163
FDJ36,OUT017,1593.033725
FDJ36,OUT013,1642.841612
FDJ36,OUT018,1389.175706
FDJ36,OUT046,1969.554976
FDJ38,OUT045,3046.780194
FDJ38,OUT019,543.9408619
FDJ38,OUT027,4876.655177
FDJ40,OUT018,1508.225889
FDJ40,OUT017,1853.602274
FDJ40,OUT049,1844.076074
FDJ40,OUT045,1799.032919
FDJ40,OUT046,1688.703257
FDJ41,OUT027,6751.160786
FDJ41,OUT049,4435.740725
FDJ41,OUT045,4013.382696
FDJ41,OUT019,618.5394962
FDJ44,OUT018,2448.725257
FDJ45,OUT017,515.321971
FDJ45,OUT046,2243.024671
FDJ46,OUT013,2865.964324
FDJ46,OUT017,2930.566154
FDJ46,OUT045,2656.799311
FDJ46,OUT049,2941.024943
FDJ48,OUT018,3539.880458
FDJ48,OUT049,4213.174977
FDJ50,OUT027,1417.081061
FDJ50,OUT046,1095.479091
FDJ50,OUT010,110.0183603
FDJ50,OUT018,679.4422325
FDJ50,OUT013,792.0860248
FDJ50,OUT017,1193.632991
FDJ52,OUT046,2473.846622
FDJ52,OUT013,2651.746356
FDJ52,OUT027,4182.107179
FDJ53,OUT045,1842.799471
FDJ53,OUT013,1957.374222
FDJ53,OUT010,287.8819564
FDJ53,OUT019,285.3637456
FDJ55,OUT045,3586.702063
FDJ56,OUT035,1665.880381
FDJ56,OUT046,1545.949918
FDJ56,OUT013,1634.870135
FDJ56,OUT018,1357.607998
FDJ57,OUT027,4841.421553
FDJ57,OUT013,3083.713698
FDJ57,OUT049,2420.618071
FDJ58,OUT045,2771.637552
FDJ58,OUT049,2904.428007
FDJ60,OUT027,4304.889337
FDJ60,OUT010,404.8109273
FDJ60,OUT018,2303.94459
FDK02,OUT027,3128.387391
FDK02,OUT046,2080.929227
FDK02,OUT045,1823.096838
FDK02,OUT013,1916.659798
FDK03,OUT013,4239.808537
FDK03,OUT035,4379.126502
FDK04,OUT035,934.2336546
FDK04,OUT018,744.5360359
FDK04,OUT049,891.2080851
FDK04,OUT013,901.5492793
FDK08,OUT017,1741.667294
FDK08,OUT035,1654.267493
FDK08,OUT045,1635.758519
FDK09,OUT045,3483.783775
FDK09,OUT049,3857.749806
FDK09,OUT018,3239.6049
FDK09,OUT013,3795.794489
FDK10,OUT045,2869.53744
FDK10,OUT046,2784.864877
FDK10,OUT049,3062.39475
FDK14,OUT049,1371.396317
FDK14,OUT027,2220.250069
FDK15,OUT017,1594.764739
FDK15,OUT013,1611.36529
FDK15,OUT045,1462.917521
FDK15,OUT046,1520.438341
FDK16,OUT049,1562.477356
FDK16,OUT019,225.9457292
FDK16,OUT046,1494.482631
FDK16,OUT017,1488.14005
FDK20,OUT035,2045.283388
FDK21,OUT017,4280.310302
FDK21,OUT027,6437.458257
FDK22,OUT049,3659.204986
FDK22,OUT013,3588.415608
FDK22,OUT017,3656.402899
FDK24,OUT013,647.1159648
FDK24,OUT049,724.7358639
FDK24,OUT017,670.792717
FDK25,OUT018,2386.088925
FDK25,OUT046,2557.919352
FDK25,OUT013,2789.244016
FDK26,OUT010,459.503418
FDK26,OUT013,3067.636508
FDK26,OUT027,4838.031567
FDK27,OUT045,1822.032167
FDK27,OUT046,1837.018971
FDK27,OUT018,1716.678995
FDK27,OUT013,1994.64673
FDK28,OUT013,4331.518389
FDK28,OUT035,4379.630353
FDK28,OUT045,3943.419516
FDK28,OUT049,4399.731679
FDK32,OUT046,2320.856797
FDK32,OUT013,2515.969653
FDK32,OUT035,2583.204756
FDK32,OUT018,2132.473217
FDK32,OUT019,365.3410028
FDK33,OUT017,3660.324634
FDK33,OUT010,532.4906168
FDK33,OUT049,3588.228591
FDK33,OUT046,3251.816483
FDK34,OUT010,596.2825532
FDK34,OUT049,4031.730501
FDK34,OUT046,3657.667724
FDK36,OUT045,695.5328202
FDK36,OUT018,637.1982424
FDK36,OUT010,99.35668861
FDK36,OUT049,787.1173941
FDK38,OUT046,2523.980384
FDK38,OUT019,447.2033439
FDK38,OUT013,2430.011243
FDK40,OUT017,4512.054872
FDK40,OUT035,4498.233319
FDK41,OUT018,1136.558163
FDK41,OUT019,207.64016
FDK41,OUT010,193.9208321
FDK41,OUT049,1426.901955
FDK43,OUT035,2121.639346
FDK43,OUT027,3331.938111
FDK43,OUT046,1950.753619
FDK44,OUT049,2937.043801
FDK44,OUT013,2884.351039
FDK44,OUT018,2427.33475
FDK44,OUT019,412.2377963
FDK45,OUT049,1192.030251
FDK45,OUT027,3000.61877
FDK45,OUT018,2569.401125
FDK46,OUT049,4420.314661
FDK46,OUT017,4386.706183
FDK46,OUT013,4324.589812
FDK46,OUT046,3983.96107
FDK46,OUT027,6688.074713
FDK46,OUT035,4426.495412
FDK48,OUT013,1210.919015
FDK48,OUT010,171.0420323
FDK48,OUT018,990.8172723
FDK48,OUT035,1199.651747
FDK50,OUT019,482.2872776
FDK50,OUT049,2741.349039
FDK50,OUT045,2463.539801
FDK50,OUT046,2729.445217
FDK50,OUT027,4170.275067
FDK51,OUT018,3774.487247
FDK51,OUT045,4069.869388
FDK52,OUT017,3787.254777
FDK52,OUT019,532.3076621
FDK52,OUT046,3483.840432
FDK52,OUT035,3834.804494
FDK55,OUT046,1349.110443
FDK55,OUT027,2352.206914
FDK55,OUT049,1469.786893
FDK56,OUT046,2843.42603
FDK56,OUT017,3050.007366
FDK56,OUT019,441.055084
FDK56,OUT049,3150.471489
FDK56,OUT027,5134.511641
FDK56,OUT018,2678.568871
FDK57,OUT035,1997.275109
FDK57,OUT018,1659.304921
FDK57,OUT049,2023.756884
FDK57,OUT045,1813.757622
FDK57,OUT017,1968.797373
FDK57,OUT013,1968.288538
FDK57,OUT010,284.5861802
FDK57,OUT046,1857.975894
FDK58,OUT017,1726.037882
FDK60,OUT017,1548.966888
FDK60,OUT013,1583.874707
FDK60,OUT027,2566.660153
FDK60,OUT045,1610.934882
FDL02,OUT035,1743.928583
FDL02,OUT045,1723.867795
FDL02,OUT027,2787.827686
FDL02,OUT018,1491.750324
FDL02,OUT017,1930.119143
FDL03,OUT035,3325.825002
FDL03,OUT046,3033.65559
FDL03,OUT049,3312.419373
FDL03,OUT010,488.8914928
FDL04,OUT019,253.223743
FDL04,OUT045,1582.117047
FDL04,OUT018,1458.186286
FDL08,OUT018,3510.73228
FDL08,OUT049,4123.833074
FDL09,OUT010,407.0584497
FDL09,OUT018,2388.047314
FDL09,OUT017,2730.100958
FDL09,OUT046,2605.919343
FDL12,OUT045,1033.69662
FDL12,OUT010,133.2533476
FDL12,OUT017,836.2585822
FDL12,OUT018,789.2374973
FDL12,OUT049,983.4000451
FDL13,OUT027,6750.765751
FDL13,OUT035,4638.940013
FDL13,OUT046,3591.409297
FDL14,OUT045,2491.784831
FDL14,OUT027,3991.12113
FDL14,OUT018,2221.914081
FDL14,OUT013,2557.771723
FDL14,OUT017,2881.784764
FDL14,OUT019,465.3622273
FDL15,OUT027,3980.28429
FDL15,OUT046,2369.864509
FDL15,OUT045,2318.451968
FDL15,OUT035,2574.517676
FDL15,OUT013,2490.155283
FDL15,OUT010,370.831991
FDL15,OUT017,2573.522465
FDL16,OUT027,1250.557474
FDL16,OUT010,92.59381226
FDL16,OUT045,669.1121782
FDL16,OUT046,721.0276055
FDL16,OUT035,702.239971
FDL20,OUT013,1798.681243
FDL21,OUT018,516.7266949
FDL21,OUT027,1095.002084
FDL21,OUT049,634.895459
FDL21,OUT017,726.926688
FDL22,OUT019,218.6100398
FDL22,OUT018,1255.147205
FDL24,OUT046,3027.953091
FDL24,OUT017,2962.332017
FDL25,OUT013,1473.279062
FDL25,OUT027,3218.06696
FDL25,OUT045,1524.914477
FDL25,OUT046,1403.68053
FDL25,OUT035,2197.008775
FDL26,OUT045,2368.712515
FDL26,OUT046,2634.612231
FDL26,OUT035,2609.769846
FDL26,OUT010,376.1149186
FDL26,OUT013,2568.097471
FDL27,OUT010,144.6070855
FDL27,OUT017,1152.515545
FDL27,OUT027,1704.658974
FDL27,OUT013,993.1696413
FDL27,OUT035,1040.629536
FDL28,OUT027,5877.327495
FDL28,OUT045,3666.496324
FDL28,OUT017,3842.398161
FDL28,OUT018,3279.467302
FDL28,OUT049,3909.862191
FDL32,OUT046,1738.678871
FDL32,OUT018,1573.357635
FDL32,OUT035,1861.937352
FDL32,OUT027,3309.794872
FDL33,OUT018,2794.6625
FDL33,OUT017,3208.913375
FDL33,OUT049,3321.602127
FDL36,OUT013,1435.462731
FDL36,OUT046,1778.881284
FDL36,OUT035,1469.778237
FDL38,OUT017,1766.632598
FDL38,OUT049,1481.819704
FDL38,OUT046,1640.980871
FDL39,OUT046,2781.278125
FDL39,OUT019,430.0118612
FDL39,OUT010,444.68258
FDL39,OUT045,2883.013928
FDL40,OUT017,1716.718698
FDL40,OUT046,1462.805271
FDL40,OUT049,1611.151795
FDL43,OUT045,1154.144361
FDL43,OUT018,1033.598287
FDL43,OUT019,189.8721297
FDL44,OUT019,383.2617536
FDL44,OUT049,2739.630066
FDL44,OUT017,2800.092948
FDL44,OUT046,2463.610136
FDL45,OUT046,1944.143704
FDL45,OUT049,2068.903991
FDL45,OUT019,303.143845
FDL45,OUT013,2006.603946
FDL46,OUT045,1763.98894
FDL46,OUT049,1984.265198
FDL46,OUT019,278.2541197
FDL48,OUT018,651.7913024
FDL48,OUT045,854.4054642
FDL50,OUT046,2158.431861
FDL50,OUT045,2043.617647
FDL50,OUT027,3271.378109
FDL51,OUT017,3633.249139
FDL51,OUT027,5496.416347
FDL51,OUT019,503.0201439
FDL52,OUT035,588.3454025
FDL52,OUT045,657.4600772
FDL52,OUT049,617.7504223
FDL56,OUT017,1296.05254
FDL56,OUT046,1338.429824
FDL56,OUT049,1426.857262
FDL57,OUT017,4329.321459
FDL57,OUT046,3989.603083
FDL57,OUT027,6603.916165
FDL58,OUT019,620.1581477
FDL58,OUT027,6796.564368
FDM01,OUT045,1675.163784
FDM01,OUT049,1702.123284
FDM02,OUT027,2354.798662
FDM02,OUT013,1398.234968
FDM02,OUT045,1457.040168
FDM02,OUT049,1423.419316
FDM03,OUT013,1717.885707
FDM03,OUT049,1790.832605
FDM03,OUT045,1605.956953
FDM04,OUT019,126.7405453
FDM04,OUT045,881.850307
FDM04,OUT027,1446.595663
FDM08,OUT027,6072.163564
FDM08,OUT018,3192.521851
FDM09,OUT019,405.7511214
FDM09,OUT027,4420.093285
FDM09,OUT035,2894.389861
FDM09,OUT017,2782.183352
FDM09,OUT013,2798.392629
FDM09,OUT049,2882.126052
FDM10,OUT018,3029.269289
FDM10,OUT017,3550.044269
FDM12,OUT045,3043.175257
FDM12,OUT018,2662.977646
FDM12,OUT019,447.162975
FDM12,OUT049,3168.204414
FDM12,OUT046,3255.8267
FDM12,OUT027,4906.169779
FDM12,OUT013,3114.057629
FDM13,OUT027,4225.51925
FDM13,OUT046,2017.535815
FDM13,OUT045,1999.274922
FDM13,OUT049,2223.477481
FDM14,OUT018,1527.69595
FDM14,OUT013,1744.243899
FDM14,OUT017,2148.26784
FDM14,OUT049,1803.408611
FDM14,OUT045,1648.47529
FDM15,OUT019,360.3936019
FDM15,OUT049,2556.51131
FDM16,OUT049,1215.691742
FDM16,OUT035,1208.338827
FDM16,OUT013,1155.848359
FDM16,OUT017,1240.579789
FDM16,OUT027,1958.599739
FDM16,OUT045,1256.489844
FDM20,OUT045,3776.088783
FDM20,OUT049,4151.336642
FDM20,OUT035,4196.32949
FDM20,OUT010,606.3276664
FDM20,OUT019,573.8722361
FDM21,OUT018,3660.314064
FDM21,OUT046,3964.091506
FDM21,OUT013,4310.866893
FDM21,OUT019,603.9293913
FDM22,OUT049,851.7610927
FDM22,OUT046,847.4981322
FDM22,OUT045,919.166701
FDM22,OUT018,697.9141278
FDM22,OUT010,114.0952494
FDM22,OUT017,850.4475187
FDM24,OUT049,2546.197472
FDM24,OUT018,2111.581792
FDM24,OUT010,365.2819228
FDM24,OUT013,2511.983915
FDM25,OUT046,2668.551199
FDM25,OUT045,2815.13962
FDM25,OUT019,419.4267998
FDM25,OUT049,2967.940622
FDM27,OUT035,2639.260746
FDM27,OUT046,2440.717409
FDM27,OUT017,2474.379665
FDM27,OUT045,2515.092401
FDM28,OUT035,3067.905597
FDM28,OUT027,4644.585126
FDM28,OUT018,2530.83165
FDM28,OUT017,3009.579712
FDM32,OUT035,1520.163301
FDM32,OUT017,1560.54737
FDM32,OUT045,1325.612367
FDM32,OUT049,1450.290302
FDM32,OUT027,2762.360138
FDM33,OUT027,5637.679234
FDM33,OUT019,522.4982722
FDM33,OUT045,3342.833214
FDM33,OUT049,3734.750412
FDM33,OUT035,3750.949848
FDM34,OUT013,2113.169108
FDM34,OUT019,317.0516214
FDM34,OUT045,1963.474594
FDM34,OUT017,2137.792128
FDM34,OUT049,2218.320562
FDM34,OUT035,2202.613356
FDM36,OUT018,2429.792221
FDM36,OUT045,2769.54868
FDM38,OUT027,1475.180671
FDM38,OUT018,661.9305605
FDM38,OUT045,901.0206044
FDM38,OUT049,878.1335765
FDM38,OUT035,848.0473965
FDM38,OUT017,1014.076079
FDM39,OUT045,2703.414451
FDM39,OUT035,3035.488889
FDM39,OUT046,2736.380935
FDM39,OUT017,3009.203085
FDM39,OUT019,427.6175382
FDM40,OUT035,2389.434224
FDM40,OUT010,347.0007541
FDM40,OUT018,2013.498917
FDM40,OUT027,3716.239245
FDM40,OUT049,2360.183966
FDM40,OUT045,2138.628477
FDM44,OUT046,1560.177469
FDM44,OUT027,3028.001659
FDM44,OUT035,1695.920304
FDM45,OUT027,3189.811309
FDM45,OUT049,2017.424188
FDM45,OUT018,1697.708017
FDM46,OUT019,224.3270778
FDM46,OUT013,1473.822885
FDM46,OUT017,1391.104267
FDM46,OUT010,216.5460305
FDM46,OUT018,1286.714913
FDM50,OUT046,1164.760681
FDM50,OUT049,979.9620991
FDM51,OUT019,246.5049701
FDM51,OUT027,2669.233751
FDM51,OUT046,1538.252644
FDM51,OUT018,1398.430624
FDM52,OUT027,3842.345711
FDM52,OUT013,2397.901609
FDM52,OUT049,2509.600537
FDM56,OUT049,1820.010452
FDM56,OUT045,1668.177923
FDM56,OUT035,1833.040649
FDM56,OUT010,252.6834424
FDM56,OUT046,1661.136419
FDM57,OUT018,1131.719104
FDM57,OUT013,1351.270024
FDM57,OUT019,200.603877
FDM57,OUT049,1391.9793
FDM57,OUT027,2258.075442
FDM58,OUT045,1809.355866
FDM58,OUT035,1841.08836
FDM60,OUT010,75.4296352
FDM60,OUT019,103.4081975
FDM60,OUT035,627.6666014
FDM60,OUT027,1106.768518
FDM60,OUT045,719.148712
FDN01,OUT017,2922.179392
FDN01,OUT013,2890.601559
FDN01,OUT035,3680.008
FDN02,OUT018,2918.974941
FDN02,OUT049,3478.348399
FDN02,OUT010,506.9945677
FDN03,OUT017,4280.916607
FDN03,OUT049,4215.392452
FDN03,OUT018,3560.733941
FDN03,OUT013,4200.315993
FDN03,OUT045,3950.937713
FDN04,OUT049,3024.034149
FDN08,OUT049,1937.852927
FDN08,OUT046,1825.854402
FDN08,OUT013,1925.309332
FDN08,OUT035,1995.582866
FDN09,OUT046,3717.800187
FDN09,OUT049,4142.198582
FDN09,OUT017,4146.524348
FDN10,OUT049,1957.892715
FDN10,OUT046,1823.799141
FDN10,OUT013,1905.790227
FDN10,OUT019,283.0488002
FDN12,OUT049,1827.972735
FDN12,OUT035,1839.350944
FDN13,OUT035,2336.964583
FDN13,OUT027,3413.973793
FDN13,OUT018,1378.998506
FDN15,OUT035,2342.569165
FDN15,OUT017,2373.419944
FDN15,OUT046,2157.749942
FDN16,OUT027,2677.610199
FDN16,OUT018,1416.403437
FDN16,OUT019,247.274607
FDN16,OUT035,1709.819632
FDN20,OUT049,2845.484423
FDN20,OUT045,2565.617432
FDN20,OUT010,416.3427589
FDN20,OUT013,2778.918268
FDN20,OUT018,2358.362111
FDN20,OUT035,2831.293861
FDN21,OUT045,2442.280633
FDN21,OUT010,393.3681426
FDN21,OUT017,2680.975796
FDN22,OUT046,3853.943611
FDN22,OUT035,4303.319567
FDN22,OUT049,4277.818676
FDN22,OUT027,6483.725755
FDN23,OUT018,2031.433788
FDN23,OUT017,2391.35111
FDN24,OUT049,852.3042882
FDN24,OUT035,844.5273917
FDN24,OUT018,705.6717985
FDN24,OUT013,793.7622379
FDN25,OUT045,943.9903372
FDN25,OUT046,905.6151527
FDN25,OUT017,885.2374396
FDN25,OUT027,2287.927569
FDN27,OUT046,1817.189226
FDN27,OUT017,2060.72783
FDN27,OUT019,280.6544772
FDN27,OUT045,1795.651995
FDN27,OUT013,1908.68832
FDN28,OUT045,1691.753345
FDN28,OUT027,2672.558059
FDN28,OUT013,1649.136876
FDN31,OUT018,2680.950458
FDN31,OUT017,3184.74666
FDN31,OUT035,3257.058077
FDN31,OUT010,471.2956206
FDN31,OUT027,5201.785937
FDN32,OUT019,440.9083981
FDN32,OUT046,2850.115583
FDN32,OUT013,3036.704009
FDN32,OUT010,455.0838807
FDN32,OUT017,3128.67557
FDN33,OUT045,1571.037752
FDN33,OUT018,1285.716747
FDN33,OUT035,1542.065167
FDN33,OUT017,1488.514759
FDN34,OUT046,2598.745839
FDN34,OUT045,2733.296957
FDN34,OUT018,2413.316656
FDN38,OUT049,4215.392452
FDN38,OUT010,623.0601484
FDN38,OUT017,4439.097365
FDN38,OUT027,6417.249697
FDN39,OUT045,2661.204435
FDN39,OUT018,2398.262456
FDN39,OUT049,2842.634366
FDN40,OUT045,2320.500369
FDN40,OUT018,2150.446029
FDN40,OUT049,2595.415107
FDN40,OUT027,3993.712878
FDN44,OUT013,2650.613965
FDN44,OUT045,2405.988439
FDN44,OUT035,2684.388389
FDN44,OUT018,2259.780154
FDN45,OUT010,557.6237087
FDN45,OUT017,3663.340052
FDN45,OUT018,3195.440463
FDN45,OUT013,3724.780878
FDN45,OUT049,3785.099131
FDN46,OUT046,1548.449311
FDN46,OUT027,2736.573725
FDN46,OUT010,236.3894252
FDN48,OUT010,215.6826403
FDN48,OUT046,1792.624884
FDN48,OUT017,1535.620054
FDN48,OUT049,1506.971717
FDN48,OUT013,1431.97607
FDN49,OUT017,492.885315
FDN49,OUT027,1893.587834
FDN49,OUT045,718.1245113
FDN49,OUT013,601.9167238
FDN50,OUT045,1558.093598
FDN50,OUT046,1722.070256
FDN50,OUT019,323.1205038
FDN50,OUT017,1836.947608
FDN50,OUT035,1548.465808
FDN50,OUT013,1482.427675
FDN50,OUT010,216.8064015
FDN51,OUT049,4405.3871
FDN51,OUT013,4366.436627
FDN51,OUT046,4010.480369
FDN51,OUT027,6683.820812
FDN51,OUT018,3736.621174
FDN52,OUT049,1447.484938
FDN52,OUT010,202.2459345
FDN52,OUT017,1341.665731
FDN52,OUT013,1348.327186
FDN52,OUT046,1356.807716
FDN52,OUT035,1444.356366
FDN52,OUT018,1165.706341
FDN52,OUT045,1407.231016
FDN56,OUT010,353.6745836
FDN56,OUT018,2001.287445
FDN57,OUT017,2348.940718
FDN57,OUT013,2342.965188
FDN58,OUT017,3938.190849
FDN58,OUT045,3716.797341
FDN60,OUT049,2641.150103
FDN60,OUT013,2629.418647
FDO01,OUT019,309.9419954
FDO01,OUT017,2219.978872
FDO01,OUT035,2831.495724
FDO01,OUT010,305.5601058
FDO01,OUT013,2122.40721
FDO03,OUT035,3894.380488
FDO03,OUT013,3806.120237
FDO03,OUT046,3501.130966
FDO03,OUT049,3873.220563
FDO03,OUT017,3896.605917
FDO04,OUT013,832.7557042
FDO04,OUT049,886.0958594
FDO04,OUT035,857.8325234
FDO04,OUT045,827.1846351
FDO08,OUT027,4635.936153
FDO08,OUT045,2631.178856
FDO08,OUT046,2545.747061
FDO08,OUT049,2794.00462
FDO09,OUT017,4360.693332
FDO09,OUT010,652.8731486
FDO09,OUT018,3739.501845
FDO09,OUT035,4508.657815
FDO10,OUT049,932.4634371
FDO10,OUT018,743.0767299
FDO11,OUT013,4194.609296
FDO11,OUT019,590.107027
FDO11,OUT045,3987.802711
FDO11,OUT035,4281.372528
FDO11,OUT017,4241.29186
FDO11,OUT018,3536.923904
FDO12,OUT027,5025.496274
FDO12,OUT045,2976.508692
FDO13,OUT027,5013.400483
FDO13,OUT018,2326.333263
FDO13,OUT046,2499.802331
FDO13,OUT035,3494.375525
FDO15,OUT010,169.9182711
FDO15,OUT046,1154.405866
FDO15,OUT013,1124.327292
FDO15,OUT045,1203.075754
FDO16,OUT035,1397.53648
FDO16,OUT017,1426.373115
FDO16,OUT027,2223.574378
FDO16,OUT013,1298.508894
FDO20,OUT045,4033.393651
FDO20,OUT010,634.2493317
FDO20,OUT027,6843.357579
FDO21,OUT019,529.1376676
FDO21,OUT027,5778.143882
FDO21,OUT049,3809.707948
FDO21,OUT045,3580.475919
FDO22,OUT027,2129.377227
FDO23,OUT046,1869.231244
FDO23,OUT049,1563.065244
FDO24,OUT017,2461.438431
FDO24,OUT019,381.5697592
FDO24,OUT018,2243.266647
FDO25,OUT045,3233.053843
FDO25,OUT017,3679.68608
FDO25,OUT013,3511.695301
FDO27,OUT035,1584.312175
FDO27,OUT019,235.8465657
FDO27,OUT017,1382.820751
FDO27,OUT010,223.21986
FDO27,OUT013,1538.585976
FDO28,OUT045,1806.999143
FDO28,OUT018,1702.585018
FDO28,OUT017,1960.208014
FDO28,OUT046,1826.822304
FDO31,OUT049,1338.780523
FDO31,OUT045,1338.372977
FDO31,OUT010,175.8864952
FDO31,OUT019,193.6530061
FDO31,OUT035,1322.323741
FDO32,OUT010,94.15603826
FDO33,OUT046,1726.387124
FDO33,OUT017,1850.62672
FDO33,OUT027,2984.598434
FDO33,OUT045,1690.912688
FDO33,OUT035,1934.863652
FDO33,OUT013,1829.025174
FDO34,OUT049,2823.725663
FDO34,OUT046,2592.135924
FDO36,OUT018,2568.773606
FDO36,OUT046,3111.0181
FDO36,OUT017,2997.754207
FDO36,OUT010,442.9490299
FDO36,OUT045,2740.23898
FDO37,OUT046,3519.469039
FDO38,OUT010,172.5084418
FDO38,OUT035,1285.883178
FDO38,OUT013,1232.658157
FDO38,OUT046,1493.672877
FDO39,OUT035,3104.300987
